Temp,Humd,Label
26.0,37.0,1
26.0,37.0,1
26.0,37.0,1
26.0,37.0,1
26.0,37.0,1
26.0,37.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,36.0,1
26.0,35.0,1
26.0,35.0,1
26.0,35.0,1
26.0,38.0,1
26.0,40.0,1
26.0,42.0,1
26.0,43.0,1
26.0,44.0,1
26.0,46.0,1
26.0,47.0,1
366.0,901.0,0
220.0,901.0,0
130.0,815.0,0
205.0,530.0,0
80.0,65.0,0
130.0,115.0,0
225.0,100.0,0
125.0,345.0,0
285.0,535.0,0
140.0,490.0,0
20.0,745.0,0
220.0,555.0,0
165.0,65.0,0
55.0,210.0,0
150.0,355.0,0
25.0,580.0,0
255.0,510.0,0
180.0,675.0,0
190.0,895.0,0
170.0,335.0,0
115.0,725.0,0
215.0,170.0,0
190.0,70.0,0
245.0,305.0,0
195.0,850.0,0
65.0,385.0,0
115.0,165.0,0
40.0,710.0,0
180.0,490.0,0
270.0,85.0,0
300.0,410.0,0
335.0,515.0,0
45.0,155.0,0
35.0,490.0,0
105.0,485.0,0
295.0,670.0,0
275.0,410.0,0
140.0,710.0,0
75.0,545.0,0
55.0,810.0,0
65.0,355.0,0
155.0,695.0,0
260.0,275.0,0
235.0,420.0,0
245.0,65.0,0
150.0,5.0,0
100.0,30.0,0
60.0,515.0,0
355.0,10.0,0
160.0,310.0,0
275.0,875.0,0
225.0,230.0,0
265.0,770.0,0
25.0,180.0,0
190.0,315.0,0
320.0,545.0,0
275.0,285.0,0
30.0,455.0,0
290.0,675.0,0
10.0,390.0,0
175.0,900.0,0
195.0,185.0,0
140.0,775.0,0
70.0,245.0,0
235.0,845.0,0
115.0,240.0,0
340.0,565.0,0
190.0,595.0,0
10.0,640.0,0
75.0,760.0,0
165.0,715.0,0
295.0,75.0,0
160.0,300.0,0
160.0,460.0,0
190.0,405.0,0
70.0,575.0,0
120.0,10.0,0
175.0,745.0,0
365.0,885.0,0
100.0,610.0,0
350.0,220.0,0
265.0,390.0,0
45.0,855.0,0
300.0,630.0,0
20.0,390.0,0
220.0,435.0,0
170.0,690.0,0
135.0,160.0,0
315.0,670.0,0
175.0,110.0,0
335.0,785.0,0
265.0,510.0,0
115.0,495.0,0
310.0,605.0,0
330.0,695.0,0
70.0,325.0,0
250.0,835.0,0
100.0,690.0,0
360.0,205.0,0
140.0,370.0,0
330.0,0.0,0
10.0,575.0,0
335.0,345.0,0
10.0,245.0,0
220.0,370.0,0
115.0,425.0,0
10.0,335.0,0
110.0,655.0,0
150.0,440.0,0
295.0,120.0,0
175.0,385.0,0
215.0,850.0,0
270.0,420.0,0
15.0,900.0,0
255.0,330.0,0
325.0,240.0,0
295.0,695.0,0
245.0,125.0,0
290.0,285.0,0
180.0,200.0,0
270.0,330.0,0
345.0,140.0,0
255.0,725.0,0
45.0,35.0,0
195.0,115.0,0
95.0,255.0,0
250.0,590.0,0
210.0,105.0,0
5.0,125.0,0
120.0,305.0,0
175.0,595.0,0
140.0,365.0,0
320.0,395.0,0
365.0,295.0,0
245.0,195.0,0
80.0,720.0,0
290.0,675.0,0
320.0,295.0,0
270.0,325.0,0
225.0,420.0,0
140.0,780.0,0
115.0,75.0,0
150.0,760.0,0
65.0,410.0,0
320.0,395.0,0
250.0,900.0,0
265.0,270.0,0
30.0,675.0,0
235.0,250.0,0
260.0,370.0,0
280.0,70.0,0
130.0,225.0,0
235.0,550.0,0
45.0,705.0,0
365.0,485.0,0
145.0,545.0,0
50.0,700.0,0
120.0,545.0,0
65.0,500.0,0
185.0,585.0,0
200.0,655.0,0
225.0,705.0,0
345.0,325.0,0
295.0,485.0,0
335.0,620.0,0
85.0,620.0,0
85.0,560.0,0
90.0,270.0,0
20.0,780.0,0
70.0,70.0,0
105.0,510.0,0
75.0,515.0,0
340.0,480.0,0
285.0,635.0,0
270.0,350.0,0
255.0,25.0,0
85.0,430.0,0
340.0,300.0,0
145.0,365.0,0
45.0,870.0,0
5.0,550.0,0
90.0,20.0,0
220.0,545.0,0
345.0,435.0,0
25.0,405.0,0
130.0,765.0,0
100.0,415.0,0
315.0,580.0,0
275.0,600.0,0
205.0,475.0,0
225.0,805.0,0
135.0,260.0,0
185.0,595.0,0
220.0,755.0,0
100.0,890.0,0
230.0,840.0,0
285.0,300.0,0
75.0,160.0,0
315.0,760.0,0
210.0,50.0,0
15.0,200.0,0
40.0,755.0,0
250.0,715.0,0
195.0,675.0,0
235.0,155.0,0
325.0,280.0,0
300.0,400.0,0
100.0,285.0,0
225.0,825.0,0
330.0,760.0,0
145.0,10.0,0
255.0,200.0,0
50.0,740.0,0
320.0,455.0,0
85.0,60.0,0
85.0,810.0,0
320.0,755.0,0
245.0,625.0,0
110.0,170.0,0
205.0,895.0,0
15.0,740.0,0
200.0,485.0,0
140.0,885.0,0
275.0,230.0,0
50.0,785.0,0
345.0,815.0,0
360.0,290.0,0
240.0,535.0,0
45.0,255.0,0
35.0,120.0,0
25.0,410.0,0
80.0,845.0,0
185.0,20.0,0
170.0,680.0,0
365.0,135.0,0
200.0,840.0,0
90.0,540.0,0
365.0,415.0,0
145.0,290.0,0
310.0,95.0,0
325.0,565.0,0
35.0,230.0,0
355.0,535.0,0
180.0,90.0,0
75.0,75.0,0
25.0,30.0,0
130.0,490.0,0
210.0,130.0,0
75.0,130.0,0
340.0,350.0,0
0.0,115.0,0
275.0,900.0,0
25.0,290.0,0
330.0,575.0,0
270.0,465.0,0
305.0,340.0,0
285.0,95.0,0
115.0,255.0,0
170.0,835.0,0
40.0,560.0,0
145.0,805.0,0
35.0,850.0,0
30.0,380.0,0
0.0,365.0,0
165.0,405.0,0
135.0,690.0,0
260.0,880.0,0
220.0,715.0,0
55.0,540.0,0
310.0,300.0,0
40.0,445.0,0
130.0,320.0,0
195.0,135.0,0
145.0,125.0,0
10.0,220.0,0
150.0,480.0,0
205.0,75.0,0
170.0,595.0,0
210.0,80.0,0
365.0,470.0,0
35.0,580.0,0
235.0,490.0,0
215.0,480.0,0
85.0,780.0,0
340.0,335.0,0
65.0,245.0,0
75.0,125.0,0
125.0,750.0,0
325.0,280.0,0
350.0,875.0,0
360.0,50.0,0
245.0,780.0,0
360.0,565.0,0
75.0,475.0,0
210.0,210.0,0
30.0,675.0,0
300.0,695.0,0
75.0,335.0,0
175.0,255.0,0
180.0,680.0,0
115.0,760.0,0
105.0,815.0,0
315.0,30.0,0
155.0,585.0,0
285.0,460.0,0
205.0,20.0,0
55.0,590.0,0
245.0,890.0,0
260.0,465.0,0
300.0,435.0,0
265.0,630.0,0
275.0,615.0,0
205.0,680.0,0
220.0,410.0,0
355.0,675.0,0
220.0,525.0,0
170.0,275.0,0
290.0,760.0,0
285.0,75.0,0
345.0,340.0,0
215.0,530.0,0
65.0,530.0,0
300.0,600.0,0
340.0,320.0,0
40.0,45.0,0
215.0,780.0,0
305.0,195.0,0
290.0,195.0,0
210.0,845.0,0
220.0,315.0,0
5.0,170.0,0
220.0,465.0,0
150.0,625.0,0
305.0,670.0,0
70.0,335.0,0
80.0,385.0,0
75.0,705.0,0
270.0,735.0,0
300.0,25.0,0
85.0,395.0,0
55.0,300.0,0
305.0,845.0,0
340.0,735.0,0
85.0,645.0,0
170.0,555.0,0
225.0,465.0,0
30.0,0.0,0
330.0,195.0,0
205.0,585.0,0
365.0,615.0,0
275.0,525.0,0
60.0,505.0,0
15.0,145.0,0
330.0,765.0,0
350.0,85.0,0
100.0,10.0,0
220.0,535.0,0
100.0,325.0,0
15.0,220.0,0
195.0,530.0,0
250.0,20.0,0
145.0,875.0,0
320.0,450.0,0
345.0,105.0,0
255.0,190.0,0
325.0,880.0,0
45.0,50.0,0
150.0,125.0,0
100.0,775.0,0
230.0,95.0,0
35.0,625.0,0
340.0,430.0,0
5.0,530.0,0
365.0,145.0,0
365.0,245.0,0
70.0,140.0,0
160.0,815.0,0
90.0,860.0,0
310.0,410.0,0
255.0,845.0,0
70.0,685.0,0
125.0,610.0,0
150.0,865.0,0
220.0,260.0,0
175.0,880.0,0
350.0,650.0,0
30.0,305.0,0
215.0,470.0,0
290.0,70.0,0
55.0,500.0,0
330.0,255.0,0
115.0,295.0,0
170.0,270.0,0
95.0,780.0,0
335.0,540.0,0
325.0,810.0,0
190.0,305.0,0
25.0,340.0,0
230.0,735.0,0
160.0,650.0,0
185.0,505.0,0
300.0,735.0,0
240.0,850.0,0
195.0,400.0,0
365.0,385.0,0
65.0,675.0,0
160.0,895.0,0
205.0,310.0,0
220.0,195.0,0
70.0,225.0,0
270.0,790.0,0
150.0,5.0,0
40.0,420.0,0
320.0,155.0,0
280.0,255.0,0
30.0,690.0,0
290.0,560.0,0
275.0,760.0,0
20.0,600.0,0
360.0,895.0,0
130.0,265.0,0
175.0,385.0,0
165.0,770.0,0
220.0,60.0,0
270.0,275.0,0
320.0,265.0,0
245.0,520.0,0
345.0,795.0,0
245.0,485.0,0
245.0,60.0,0
245.0,310.0,0
170.0,260.0,0
315.0,445.0,0
10.0,460.0,0
140.0,385.0,0
280.0,555.0,0
10.0,790.0,0
20.0,300.0,0
20.0,755.0,0
120.0,555.0,0
0.0,325.0,0
40.0,900.0,0
55.0,500.0,0
20.0,635.0,0
280.0,325.0,0
155.0,890.0,0
130.0,20.0,0
210.0,890.0,0
85.0,595.0,0
285.0,325.0,0
100.0,465.0,0
155.0,145.0,0
290.0,785.0,0
270.0,700.0,0
35.0,545.0,0
125.0,375.0,0
115.0,665.0,0
110.0,320.0,0
305.0,85.0,0
150.0,250.0,0
85.0,770.0,0
75.0,680.0,0
345.0,720.0,0
130.0,165.0,0
40.0,500.0,0
345.0,375.0,0
55.0,385.0,0
230.0,25.0,0
270.0,740.0,0
40.0,100.0,0
255.0,740.0,0
165.0,665.0,0
350.0,605.0,0
235.0,740.0,0
15.0,350.0,0
255.0,780.0,0
125.0,800.0,0
145.0,225.0,0
315.0,340.0,0
275.0,190.0,0
125.0,865.0,0
305.0,185.0,0
20.0,350.0,0
85.0,305.0,0
155.0,250.0,0
215.0,475.0,0
160.0,880.0,0
60.0,250.0,0
245.0,670.0,0
290.0,820.0,0
70.0,675.0,0
225.0,235.0,0
160.0,160.0,0
340.0,770.0,0
105.0,530.0,0
95.0,565.0,0
275.0,570.0,0
0.0,75.0,0
315.0,475.0,0
160.0,550.0,0
60.0,790.0,0
345.0,40.0,0
80.0,250.0,0
